singer,title,film_album,film_or_nonfilm,year,Language,youtube_url,youtube_id,file_path,file_size,duration,download_timestamp,search_query_used,confidence_score,ai_model_detected,ai_channel_verified
Hariharan,Lahore Ke Rang,nan,Non-film,2005,Hindi,https://www.youtube.com/watch?v=zMzhdW-9QTg,zMzhdW-9QTg,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Hariharan/zMzhdW-9QTg_Hariharan_Lahore Ke Rang_2005.flac,79814236,,2025-09-09 15:09:51,generated Hariharan Lahore Ke Rang,0.5833333333333334,Unknown,False
Shankar Mahadevan,Dhuan Dhuan,Mission Kashmir,Film,2000,Hindi,https://www.youtube.com/watch?v=ZgyHfQP3zXo,ZgyHfQP3zXo,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Shankar Mahadevan/ZgyHfQP3zXo_Shankar Mahadevan_Dhuan Dhuan_2000.flac,44238306,,2025-09-09 15:09:52,Shankar Mahadevan Dhuan Dhuan synthesized Hindi,0.65,Unknown,False
Shankar Mahadevan,Man Mandira,Katyar Kaljat Ghusli,Film,2015,Hindi,https://www.youtube.com/watch?v=KrvEmATU2tU,KrvEmATU2tU,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Shankar Mahadevan/KrvEmATU2tU_Shankar Mahadevan_Man Mandira_2015.flac,48474701,,2025-09-09 15:10:00,Shankar Mahadevan Man Mandira deepfake Hindi,0.65,Unknown,False
Sunidhi Chauhan,Smile Ke Dekho Dekho,nan,Non-film,2019,Hindi,https://www.youtube.com/watch?v=Pp-3ZAfAc8A,Pp-3ZAfAc8A,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Sunidhi Chauhan/Pp-3ZAfAc8A_Sunidhi Chauhan_Smile Ke Dekho Dekho_2019.flac,34429380,,2025-09-09 15:18:41,generated Sunidhi Chauhan Smile Ke Dekho Dekho,0.55,Unknown,False
Armaan Malik,Kuch Toh Hain,Do Lafzon Ki Kahani,Film,2016,Hindi,https://www.youtube.com/watch?v=DmrkZCL9hG4,DmrkZCL9hG4,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Armaan Malik/DmrkZCL9hG4_Armaan Malik_Kuch Toh Hain_2016.flac,44624857,,2025-09-09 15:18:53,Armaan Malik Kuch Toh Hain AI singing 2016,0.75,Unknown,False
Kailash Kher,Kaun Hain Voh,Baahubali: The Beginning,Film,2015,Hindi,https://www.youtube.com/watch?v=vGw6UVsMhBE,vGw6UVsMhBE,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Kailash Kher/vGw6UVsMhBE_Kailash Kher_Kaun Hain Voh_2015.flac,35594074,,2025-09-09 15:18:57,AI cover Kailash Kher Kaun Hain Voh,0.6666666666666666,Unknown,True
Mohit Chauhan,Kanha,RRR (Hindi),Film,2022,Hindi,https://www.youtube.com/watch?v=ASiiJ0eXxf4,ASiiJ0eXxf4,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Mohit Chauhan/ASiiJ0eXxf4_Mohit Chauhan_Kanha_2022.flac,3449265,,2025-09-09 15:19:45,Mohit Chauhan Kanha voice clone,0.55,Unknown,False
Anuradha Paudwal,Durga Amritwani,nan,Non-film,1999,Hindi,https://www.youtube.com/watch?v=IlXLfcKSwwE,IlXLfcKSwwE,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Anuradha Paudwal/IlXLfcKSwwE_Anuradha Paudwal_Durga Amritwani_1999.flac,2683119,,2025-09-09 15:19:46,Anuradha Paudwal Durga Amritwani deepfake Hindi,0.6000000000000001,Unknown,False
Alisha Chinai,Jadoo,nan,Non-film,1996,Hindi,https://www.youtube.com/watch?v=dQJtiYPgc3k,dQJtiYPgc3k,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Alisha Chinai/dQJtiYPgc3k_Alisha Chinai_Jadoo_1996.flac,9751976,,2025-09-09 15:19:48,Alisha Chinai Jadoo deepfake Hindi,0.55,Unknown,False
Kavita Krishnamurthy,Mera Piya Ghar Aaya,Yaraana,Film,1995,Hindi,https://www.youtube.com/watch?v=KJfRgEaAK2k,KJfRgEaAK2k,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Kavita Krishnamurthy/KJfRgEaAK2k_Kavita Krishnamurthy_Mera Piya Ghar Aaya_1995.flac,11482803,,2025-09-09 15:19:49,Kavita Krishnamurthy Mera Piya Ghar Aaya voice clone,0.75,Unknown,True
Mohit Chauhan,Ilahi Reprise (Live Solo),nan,Non-film,2014,Hindi,https://www.youtube.com/watch?v=ZZ-4t3xGNnQ,ZZ-4t3xGNnQ,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Mohit Chauhan/ZZ-4t3xGNnQ_Mohit Chauhan_Ilahi Reprise (Live Solo)_2014.flac,49241620,,2025-09-09 15:19:50,Mohit Chauhan Ilahi Reprise (Live Solo) AI singing Hindi,0.65,Unknown,False
Shankar Mahadevan,Mere Khuda,My Name Is Khan,Film,2010,Hindi,https://www.youtube.com/watch?v=eFhGMyOjH-M,eFhGMyOjH-M,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Shankar Mahadevan/eFhGMyOjH-M_Shankar Mahadevan_Mere Khuda_2010.flac,52871310,,2025-09-09 15:19:52,Shankar Mahadevan Mere Khuda deepfake,0.55,Unknown,False
Kavita Krishnamurthy,Hawa Hawai,Mr. India,Film,1990,Hindi,https://www.youtube.com/watch?v=IgKdXLfxgQQ,IgKdXLfxgQQ,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Kavita Krishnamurthy/IgKdXLfxgQQ_Kavita Krishnamurthy_Hawa Hawai_1990.flac,71093503,,2025-09-09 15:19:53,Kavita Krishnamurthy Hawa Hawai AI singing,0.7,Unknown,False
Anuradha Paudwal,Om Jai Jagdish Hare,nan,Non-film,1995,Hindi,https://www.youtube.com/watch?v=NE3SWh9_vR4,NE3SWh9_vR4,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Anuradha Paudwal/NE3SWh9_vR4_Anuradha Paudwal_Om Jai Jagdish Hare_1995.flac,75283748,,2025-09-09 15:19:53,synthetic Anuradha Paudwal Om Jai Jagdish Hare,0.65,Unknown,False
Alisha Chinai,Touch Me,Dhoom 2,Film,2006,Hindi,https://www.youtube.com/watch?v=TWcSSDtSz0o,TWcSSDtSz0o,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Alisha Chinai/TWcSSDtSz0o_Alisha Chinai_Touch Me_2006.flac,67606878,,2025-09-09 15:19:53,Alisha Chinai Touch Me deepfake,0.6,Unknown,False
Hariharan,Lafzz,nan,Non-film,2008,Hindi,https://www.youtube.com/watch?v=G53mgc4fLRM,G53mgc4fLRM,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Hariharan/G53mgc4fLRM_Hariharan_Lafzz_2008.flac,106630488,,2025-09-09 15:19:55,Hariharan Lafzz AI singing,0.55,Unknown,False
Kavita Krishnamurthy,Aaj Main Upar,Khamoshi: The Musical,Film,1996,Hindi,https://www.youtube.com/watch?v=E1Z_cxpfHBg,E1Z_cxpfHBg,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Kavita Krishnamurthy/E1Z_cxpfHBg_Kavita Krishnamurthy_Aaj Main Upar_1996.flac,3254643,,2025-09-09 15:20:39,voice clone Kavita Krishnamurthy Aaj Main Upar,0.7000000000000001,Unknown,False
Shankar Mahadevan,Parvardigara,nan,Non-film,2018,Hindi,https://www.youtube.com/watch?v=7NMar2ikWfw,7NMar2ikWfw,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Shankar Mahadevan/7NMar2ikWfw_Shankar Mahadevan_Parvardigara_2018.flac,13142562,,2025-09-09 15:20:43,Shankar Mahadevan Parvardigara AI singing 2018,0.65,Unknown,False
Kavita Krishnamurthy,Pyar Hua Chupke Se,1942: A Love Story,Film,1994,Hindi,https://www.youtube.com/watch?v=tkAj_svy0GQ,tkAj_svy0GQ,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Kavita Krishnamurthy/tkAj_svy0GQ_Kavita Krishnamurthy_Pyar Hua Chupke Se_1994.flac,29175809,,2025-09-09 15:21:16,deepfake Kavita Krishnamurthy Pyar Hua Chupke Se,0.6000000000000001,Unknown,False
Shankar Mahadevan,Deva Shree Ganesha,Agneepath,Film,2012,Hindi,https://www.youtube.com/watch?v=2ffqE2w7aOg,2ffqE2w7aOg,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Shankar Mahadevan/2ffqE2w7aOg_Shankar Mahadevan_Deva Shree Ganesha_2012.flac,62378420,,2025-09-09 15:21:17,Shankar Mahadevan Deva Shree Ganesha AI cover Hindi,0.7,Unknown,False
Hariharan,Manzil,nan,Non-film,2022,Hindi,https://www.youtube.com/watch?v=nl9R0qk92AE,nl9R0qk92AE,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Hariharan/nl9R0qk92AE_Hariharan_Manzil_2022.flac,8316869,,2025-09-09 15:21:20,Hariharan Manzil deepfake Hindi,0.55,Unknown,False
Shankar Mahadevan,Hindustan,nan,Non-film,2023,Hindi,https://www.youtube.com/watch?v=RejBc42ZC7E,RejBc42ZC7E,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Shankar Mahadevan/RejBc42ZC7E_Shankar Mahadevan_Hindustan_2023.flac,48869906,,2025-09-09 15:21:21,synthesized Shankar Mahadevan Hindustan,0.7,Unknown,False
Shankar Mahadevan,Ganesh Aarti,nan,Non-film,2020,Hindi,https://www.youtube.com/watch?v=Dz3bfglmLz8,Dz3bfglmLz8,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Shankar Mahadevan/Dz3bfglmLz8_Shankar Mahadevan_Ganesh Aarti_2020.flac,31797609,,2025-09-09 15:21:22,Shankar Mahadevan Ganesh Aarti deepfake,0.65,Unknown,False
Shankar Mahadevan,Urr Jaa,nan,Non-film,2017,Hindi,https://www.youtube.com/watch?v=ADOa-utYq10,ADOa-utYq10,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Shankar Mahadevan/ADOa-utYq10_Shankar Mahadevan_Urr Jaa_2017.flac,23298810,,2025-09-09 15:21:23,Shankar Mahadevan Urr Jaa AI singing official,0.55,Unknown,False
Alisha Chinai,Dilruba,Namastey London,Film,2007,Hindi,https://www.youtube.com/watch?v=5ugZABHrAVM,5ugZABHrAVM,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Alisha Chinai/5ugZABHrAVM_Alisha Chinai_Dilruba_2007.flac,71714017,,2025-09-09 15:21:25,synthetic Alisha Chinai Dilruba,0.75,Unknown,False
Mohit Chauhan,Chand Safar,nan,Non-film,2021,Hindi,https://www.youtube.com/watch?v=PWuFhYiD9zM,PWuFhYiD9zM,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Mohit Chauhan/PWuFhYiD9zM_Mohit Chauhan_Chand Safar_2021.flac,56783415,,2025-09-09 15:21:26,Mohit Chauhan Chand Safar synthesized official,0.55,Unknown,False
Kavita Krishnamurthy,Maar Daala,Devdas,Film,2002,Hindi,https://www.youtube.com/watch?v=g8waHAV2lwM,g8waHAV2lwM,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Kavita Krishnamurthy/g8waHAV2lwM_Kavita Krishnamurthy_Maar Daala_2002.flac,58521409,,2025-09-09 15:21:27,Kavita Krishnamurthy Maar Daala synthesized official,0.65,Unknown,False
Kavita Krishnamurthy,Nimbooda Nimbooda,Hum Dil De Chuke Sanam,Film,1999,Hindi,https://www.youtube.com/watch?v=tcBK_zWgXpw,tcBK_zWgXpw,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Kavita Krishnamurthy/tcBK_zWgXpw_Kavita Krishnamurthy_Nimbooda Nimbooda_1999.flac,86432769,,2025-09-09 15:21:28,Kavita Krishnamurthy Nimbooda Nimbooda deepfake,0.7,Unknown,False
Shankar Mahadevan,Hanuman Chalisa,nan,Non-film,2022,Hindi,https://www.youtube.com/watch?v=jTNu-R9KA-4,jTNu-R9KA-4,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Shankar Mahadevan/jTNu-R9KA-4_Shankar Mahadevan_Hanuman Chalisa_2022.flac,116616031,,2025-09-09 15:21:31,Shankar Mahadevan Hanuman Chalisa AI singing official,0.7,Unknown,False
Babul Supriyo,Aati Hai To Chal,Saat Rang Ke Sapne,Film,1998,Hindi,https://www.youtube.com/watch?v=lqysEVL-u3k,lqysEVL-u3k,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Babul Supriyo/lqysEVL-u3k_Babul Supriyo_Aati Hai To Chal_1998.flac,80760689,,2025-09-09 15:21:32,AI version Babul Supriyo Aati Hai To Chal,0.7000000000000001,Unknown,False
Sadhana Sargam,Saat Samundar Paar,Vishwatma,Film,1992,Hindi,https://www.youtube.com/watch?v=1Z4wzodCotw,1Z4wzodCotw,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Sadhana Sargam/1Z4wzodCotw_Sadhana Sargam_Saat Samundar Paar_1992.flac,101054226,,2025-09-09 15:21:33,generated Sadhana Sargam Saat Samundar Paar,0.75,Unknown,False
Shankar Mahadevan,Ae Watan (Male),Raazi,Film,2018,Hindi,https://www.youtube.com/watch?v=5LexoQXbdeg,5LexoQXbdeg,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Shankar Mahadevan/5LexoQXbdeg_Shankar Mahadevan_Ae Watan (Male)_2018.flac,71868553,,2025-09-09 15:21:44,Shankar Mahadevan Ae Watan (Male) deepfake Hindi,0.55,Unknown,False
Hariharan,Sarhadein,nan,Non-film,2011,Hindi,https://www.youtube.com/watch?v=FYxr0PhrReo,FYxr0PhrReo,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Hariharan/FYxr0PhrReo_Hariharan_Sarhadein_2011.flac,88176776,,2025-09-09 15:21:53,Hariharan Sarhadein AI cover Hindi,0.55,Unknown,False
Kavita Krishnamurthy,Dola Re Dola (Female Solo),Devdas,Film,2002,Hindi,https://www.youtube.com/watch?v=BJdbBbDWzQA,BJdbBbDWzQA,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Kavita Krishnamurthy/BJdbBbDWzQA_Kavita Krishnamurthy_Dola Re Dola (Female Solo)_2002.flac,7424297,,2025-09-09 15:22:07,Kavita Krishnamurthy Dola Re Dola (Female Solo) AI cover Hindi,0.63,Unknown,False
Sadhana Sargam,Tere Dar Par Sanam,Phir Teri Kahani Yaad Aayee,Film,1993,Hindi,https://www.youtube.com/watch?v=oVSbKfTIGRw,oVSbKfTIGRw,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Sadhana Sargam/oVSbKfTIGRw_Sadhana Sargam_Tere Dar Par Sanam_1993.flac,29082400,,2025-09-09 15:22:34,Sadhana Sargam Tere Dar Par Sanam AI cover Hindi,0.65,Unknown,False
Shankar Mahadevan,Sabse Aage Honge Hindustani,nan,Non-film,2024,Hindi,https://www.youtube.com/watch?v=c1s20dBtJBQ,c1s20dBtJBQ,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Shankar Mahadevan/c1s20dBtJBQ_Shankar Mahadevan_Sabse Aage Honge Hindustani_2024.flac,16243601,,2025-09-09 15:22:34,Shankar Mahadevan Sabse Aage Honge Hindustani deepfake official,0.65,Unknown,False
Hariharan,Bharat,nan,Non-film,2024,Hindi,https://www.youtube.com/watch?v=7q5DUIgLs_4,7q5DUIgLs_4,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Hariharan/7q5DUIgLs_4_Hariharan_Bharat_2024.flac,35804220,,2025-09-09 15:22:41,Hariharan Bharat synthesized,0.75,Unknown,False
Shankar Mahadevan,Jaago,Rock On 2,Film,2016,Hindi,https://www.youtube.com/watch?v=7Rz3m0QtFMs,7Rz3m0QtFMs,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Shankar Mahadevan/7Rz3m0QtFMs_Shankar Mahadevan_Jaago_2016.flac,54955596,,2025-09-09 15:22:43,synthetic Shankar Mahadevan Jaago,0.55,Unknown,False
Alisha Chinai,Bebo,Kambakkht Ishq,Film,2009,Hindi,https://www.youtube.com/watch?v=qwUJ0aRmVIg,qwUJ0aRmVIg,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Alisha Chinai/qwUJ0aRmVIg_Alisha Chinai_Bebo_2009.flac,47064397,,2025-09-09 15:22:44,Alisha Chinai Bebo AI version,0.7,Unknown,False
Asees Kaur,Bol Na,Kapoor & Sons,Film,2016,Hindi,https://www.youtube.com/watch?v=VJ3EqOZagnY,VJ3EqOZagnY,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Asees Kaur/VJ3EqOZagnY_Asees Kaur_Bol Na_2016.flac,44192629,,2025-09-09 15:22:48,Asees Kaur Bol Na synthesized Hindi,0.55,Unknown,False
Hariharan,Main Kahin Bhi Rahoon,LOC Kargil,Film,2003,Hindi,https://www.youtube.com/watch?v=kF3cF2rGlno,kF3cF2rGlno,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Hariharan/kF3cF2rGlno_Hariharan_Main Kahin Bhi Rahoon_2003.flac,61881732,,2025-09-09 15:22:51,synthesized Hariharan Main Kahin Bhi Rahoon,0.75,Unknown,False
Kavita Krishnamurthy,Tu Cheez Badi Hai Mast Mast (Female),Mohra,Film,1994,Hindi,https://www.youtube.com/watch?v=ZrQS-ZtDy-o,ZrQS-ZtDy-o,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Kavita Krishnamurthy/ZrQS-ZtDy-o_Kavita Krishnamurthy_Tu Cheez Badi Hai Mast Mast (Female)_1994.flac,93459745,,2025-09-09 15:22:52,Kavita Krishnamurthy Tu Cheez Badi Hai Mast Mast (Female) AI cover official,0.6928571428571428,Unknown,False
Roop Kumar Rathod,Zindagi Maut Na Ban Jaye,Sarfarosh,Film,1999,Hindi,https://www.youtube.com/watch?v=cKgobHz0Iso,cKgobHz0Iso,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Roop Kumar Rathod/cKgobHz0Iso_Roop Kumar Rathod_Zindagi Maut Na Ban Jaye_1999.flac,24464601,,2025-09-09 15:22:52,Roop Kumar Rathod Zindagi Maut Na Ban Jaye AI cover Hindi,0.6100000000000001,Unknown,False
Asees Kaur,Tujhe Chaahta Hoon Kyun,nan,Non-film,2017,Hindi,https://www.youtube.com/watch?v=VVB3MIPHWjc,VVB3MIPHWjc,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Asees Kaur/VVB3MIPHWjc_Asees Kaur_Tujhe Chaahta Hoon Kyun_2017.flac,35274811,,2025-09-09 15:22:54,Asees Kaur Tujhe Chaahta Hoon Kyun voice clone Hindi,0.55,Unknown,False
Roop Kumar Rathod,Sandese Aate Hain (Roop Kumar Rathod portion),Border,Film,1997,Hindi,https://www.youtube.com/watch?v=7Bdv43hliEA,7Bdv43hliEA,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Roop Kumar Rathod/7Bdv43hliEA_Roop Kumar Rathod_Sandese Aate Hain (Roop Kumar Rathod portion)_1997.flac,88894002,,2025-09-09 15:22:57,Roop Kumar Rathod Sandese Aate Hain (Roop Kumar Rathod portion) voice clone Hindi,0.6642857142857143,Unknown,False
Kavita Krishnamurthy,Main Aisi Cheez Nahin,Salma Pe Dil Aa Gaya,Film,1997,Hindi,https://www.youtube.com/watch?v=QPmhjoP0gY8,QPmhjoP0gY8,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Kavita Krishnamurthy/QPmhjoP0gY8_Kavita Krishnamurthy_Main Aisi Cheez Nahin_1997.flac,30891035,,2025-09-09 15:23:24,AI version Kavita Krishnamurthy Main Aisi Cheez Nahin,0.65,Unknown,False
Sadhana Sargam,Aao Naa,Kyun! Ho Gaya Na,Film,2004,Hindi,https://www.youtube.com/watch?v=gv1QN7B-WBI,gv1QN7B-WBI,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Sadhana Sargam/gv1QN7B-WBI_Sadhana Sargam_Aao Naa_2004.flac,51982403,,2025-09-09 15:23:25,Sadhana Sargam Aao Naa synthesized official,0.75,Unknown,False
Sadhana Sargam,Chupke Se,Saathiya,Film,2002,Hindi,https://www.youtube.com/watch?v=pf31eHcgApY,pf31eHcgApY,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Sadhana Sargam/pf31eHcgApY_Sadhana Sargam_Chupke Se_2002.flac,95417326,,2025-09-09 15:23:29,Sadhana Sargam Chupke Se deepfake Hindi,0.55,Unknown,False
Alisha Chinai,Jiyara Jiyara,Prince,Film,2010,Hindi,https://www.youtube.com/watch?v=NdwVoxbvN58,NdwVoxbvN58,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Alisha Chinai/NdwVoxbvN58_Alisha Chinai_Jiyara Jiyara_2010.flac,17072958,,2025-09-09 15:23:44,synthetic Alisha Chinai Jiyara Jiyara,0.75,Unknown,False
Asees Kaur,Nai Jaana,nan,Non-film,2019,Hindi,https://www.youtube.com/watch?v=cjOCKHYNddU,cjOCKHYNddU,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Asees Kaur/cjOCKHYNddU_Asees Kaur_Nai Jaana_2019.flac,28113864,,2025-09-09 15:23:45,Asees Kaur Nai Jaana synthesized,0.75,Unknown,False
Asees Kaur,Chogada (Unplugged),Loveyatri,Film,2018,Hindi,https://www.youtube.com/watch?v=so_ss0cfQHc,so_ss0cfQHc,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Asees Kaur/so_ss0cfQHc_Asees Kaur_Chogada (Unplugged)_2018.flac,55403473,,2025-09-09 15:23:48,Asees Kaur Chogada (Unplugged) AI version,0.55,Unknown,False
Asees Kaur,Ve Maahi (Asees Kaur Version),Kesari,Film,2019,Hindi,https://www.youtube.com/watch?v=YPEipTZitx4,YPEipTZitx4,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Asees Kaur/YPEipTZitx4_Asees Kaur_Ve Maahi (Asees Kaur Version)_2019.flac,44141568,,2025-09-09 15:24:00,AI version Asees Kaur Ve Maahi (Asees Kaur Version),0.73,Unknown,False
Kavita Krishnamurthy,Koi Akela Kahan,nan,Non-film,2008,Hindi,https://www.youtube.com/watch?v=UQcNmPhmTsc,UQcNmPhmTsc,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Kavita Krishnamurthy/UQcNmPhmTsc_Kavita Krishnamurthy_Koi Akela Kahan_2008.flac,1805703,,2025-09-09 15:24:00,Kavita Krishnamurthy Koi Akela Kahan AI singing 2008,0.7000000000000001,Unknown,False
Alisha Chinai,Gori Chori,nan,Non-film,2014,Hindi,https://www.youtube.com/watch?v=ZssFZ8KO6hc,ZssFZ8KO6hc,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Alisha Chinai/ZssFZ8KO6hc_Alisha Chinai_Gori Chori_2014.flac,50879870,,2025-09-09 15:24:04,Alisha Chinai Gori Chori deepfake 2014,0.75,Unknown,False
Asees Kaur,Pachtaoge (Female Version),nan,Non-film,2019,Hindi,https://www.youtube.com/watch?v=H74DRy-GPe8,H74DRy-GPe8,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Asees Kaur/H74DRy-GPe8_Asees Kaur_Pachtaoge (Female Version)_2019.flac,48880985,,2025-09-09 15:24:06,Asees Kaur Pachtaoge (Female Version) AI cover official,0.65,Unknown,False
Babul Supriyo,Jadoo Bhari,Dastak,Film,1996,Hindi,https://www.youtube.com/watch?v=PGKKfX_X0nQ,PGKKfX_X0nQ,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Babul Supriyo/PGKKfX_X0nQ_Babul Supriyo_Jadoo Bhari_1996.flac,38192806,,2025-09-09 15:24:14,Babul Supriyo Jadoo Bhari AI cover official,0.55,Unknown,True
Kavita Krishnamurthy,Shambhu Sitara,nan,Non-film,2005,Hindi,https://www.youtube.com/watch?v=jhha1vsR-i4,jhha1vsR-i4,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Kavita Krishnamurthy/jhha1vsR-i4_Kavita Krishnamurthy_Shambhu Sitara_2005.flac,63240552,,2025-09-09 15:24:18,Kavita Krishnamurthy Shambhu Sitara synthesized Hindi,0.55,Unknown,False
Babul Supriyo,Kaho Naa... Pyaar Hai (Sad Version),Kaho Naa... Pyaar Hai,Film,2000,Hindi,https://www.youtube.com/watch?v=e3TFNC-FRUA,e3TFNC-FRUA,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Babul Supriyo/e3TFNC-FRUA_Babul Supriyo_Kaho Naa... Pyaar Hai (Sad Version)_2000.flac,81285848,,2025-09-09 15:24:21,AI cover Babul Supriyo Kaho Naa... Pyaar Hai (Sad Version),0.6,Unknown,False
Roop Kumar Rathod,Tere Liye,Veer-Zaara,Film,2004,Hindi,https://www.youtube.com/watch?v=BqsvmufcuJw,BqsvmufcuJw,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Roop Kumar Rathod/BqsvmufcuJw_Roop Kumar Rathod_Tere Liye_2004.flac,1686496,,2025-09-09 15:24:21,synthetic Roop Kumar Rathod Tere Liye,0.6000000000000001,Unknown,False
Kavita Krishnamurthy,Hum Tum Mile,nan,Non-film,2000,Hindi,https://www.youtube.com/watch?v=RA0RLBqh7i0,RA0RLBqh7i0,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Kavita Krishnamurthy/RA0RLBqh7i0_Kavita Krishnamurthy_Hum Tum Mile_2000.flac,105024385,,2025-09-09 15:24:24,synthesized Kavita Krishnamurthy Hum Tum Mile,0.65,Unknown,False
Sadhana Sargam,Jab Koi Baat Bigad Jaye (Female),Jurm,Film,1990,Hindi,https://www.youtube.com/watch?v=hJaGponDxKM,hJaGponDxKM,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Sadhana Sargam/hJaGponDxKM_Sadhana Sargam_Jab Koi Baat Bigad Jaye (Female)_1990.flac,12051716,,2025-09-09 15:24:27,deepfake Sadhana Sargam Jab Koi Baat Bigad Jaye (Female),0.6166666666666667,Unknown,False
Alisha Chinai,You Are My Love,Partner,Film,2007,Hindi,https://www.youtube.com/watch?v=oQA2MR9ch0I,oQA2MR9ch0I,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Alisha Chinai/oQA2MR9ch0I_Alisha Chinai_You Are My Love_2007.flac,494851350,,2025-09-09 15:24:29,Alisha Chinai You Are My Love synthesized 2007,0.6,Unknown,False
