"singer","title","film_album","film_or_nonfilm","year","Language","youtube_url","search_query_used","confidence_score","discovery_timestamp"
"Abhijeet Bhattacharya","Wada Raha Sanam","Khiladi","Film","1992","Hindi","https://www.youtube.com/watch?v=TKEv6xsNRJY","Abhijeet Bhattacharya Wada Raha Sanam Khiladi official","0.9999999999999999","2025-09-02 22:09:54"
"Rupankar Bagchi","Pherari Mon","Kakababur Protyaborton","Film","2022","Bengali","https://www.youtube.com/watch?v=PeQZNLMN9j8","Rupankar Bagchi Pherari Mon official 2022","0.75","2025-09-02 22:09:54"
"Tulsi Kumar","Mere Khuda (Acoustic)","nan","Non-film","2023","Hindi","https://www.youtube.com/watch?v=PL6vy_WCXAE","Tulsi Kumar Mere Khuda (Acoustic) nan official","0.7000000000000001","2025-09-02 22:09:55"
"Sonu Nigam","Saathiya","Saathiya","Film","2002","Hindi","https://www.youtube.com/watch?v=-65qt4HofMY","Sonu Nigam Saathiya Saathiya official","0.9999999999999999","2025-09-02 22:09:55"
"Asif Akbar","Shudhu Tomari Jonno","nan","Non-film","2019","Bengali","https://www.youtube.com/watch?v=-LpKzgyKqcg","Asif Akbar Shudhu Tomari Jonno official 2019","0.7000000000000001","2025-09-02 22:09:55"
"Sunidhi Chauhan","Maine Yeh Socha Hai","nan","Non-film","2001","Hindi","https://www.youtube.com/watch?v=fPlKYrmsBzk","Sunidhi Chauhan Maine Yeh Socha Hai nan official","0.6000000000000001","2025-09-02 22:09:55"
"Shankar Mahadevan","Ae Watan (Male)","Raazi","Film","2018","Hindi","https://www.youtube.com/watch?v=hqZIAuTxdt8","Shankar Mahadevan Ae Watan (Male) Raazi official","0.7999999999999999","2025-09-02 22:09:55"
"Asha Bhosle","Jhumka Gira Re","Mera Saaya","Film","1966","Hindi","https://www.youtube.com/watch?v=6wZgu9cpaAs","Asha Bhosle Jhumka Gira Re Mera Saaya official","0.9","2025-09-02 22:09:55"
"Kailash Kher","Saiyaan","Kailasa Jhoomo Re","Non-film","2007","Hindi","https://www.youtube.com/watch?v=i0-QnJbOyY8","Kailash Kher Saiyaan Kailasa Jhoomo Re official","0.7000000000000001","2025-09-02 22:09:56"
"Lucky Ali","Aap Par Arz Hai","Sunoh","Non-film","1996","Hindi","https://www.youtube.com/watch?v=dd_FptlNPw4","Lucky Ali Aap Par Arz Hai Sunoh official","0.9999999999999999","2025-09-02 22:09:56"
"Rupankar Bagchi","Keno Eto","nan","Non-film","2023","Bengali","https://www.youtube.com/watch?v=EM8W41YZfeo","Rupankar Bagchi Keno Eto nan official","0.7000000000000001","2025-09-02 22:09:56"
"Abhijeet Bhattacharya","Main Koi Aisa Geet Gaoon","Yes Boss","Film","1997","Hindi","https://www.youtube.com/watch?v=OY9jvkU5k60","Abhijeet Bhattacharya Main Koi Aisa Geet Gaoon Yes Boss official","0.9999999999999999","2025-09-02 22:09:56"
"Tulsi Kumar","Jaage Ab Raat Bhar (Acoustic)","nan","Non-film","2023","Hindi","https://www.youtube.com/watch?v=wedxycztUAs","Tulsi Kumar Jaage Ab Raat Bhar (Acoustic) nan official","0.7000000000000001","2025-09-02 22:09:57"
"Sonu Nigam","Jaane Nahin Denge Tujhe","3 Idiots","Film","2009","Hindi","https://www.youtube.com/watch?v=sAHbwzkrlmg","Sonu Nigam Jaane Nahin Denge Tujhe 3 Idiots official","0.8999999999999999","2025-09-02 22:09:57"
"Asha Bhosle","Raat Akeli Hai","Jewel Thief","Film","1967","Hindi","https://www.youtube.com/watch?v=opVMQBtSym0","Asha Bhosle Raat Akeli Hai Jewel Thief official","0.9999999999999999","2025-09-02 22:09:58"
"Shankar Mahadevan","Sabse Aage Honge Hindustani","nan","Non-film","2024","Hindi","https://www.youtube.com/watch?v=fqlB7j91cRA","Shankar Mahadevan Sabse Aage Honge Hindustani nan official","0.775","2025-09-02 22:09:58"
"Kailash Kher","Ya Rabba","Salaam-E-Ishq","Film","2007","Hindi","https://www.youtube.com/watch?v=5sSLG5yy_NU","Kailash Kher Ya Rabba Salaam-E-Ishq official","0.85","2025-09-02 22:09:58"
"Rupankar Bagchi","Shudhu Tumi","Aay Khuku Aay","Film","2022","Bengali","https://www.youtube.com/watch?v=tDuedgS7LqA","Rupankar Bagchi Shudhu Tumi Aay Khuku Aay official","0.7000000000000001","2025-09-02 22:09:58"
"Lucky Ali","Milegi Milegi","Sunoh","Non-film","1996","Hindi","https://www.youtube.com/watch?v=m9toIqPdMT8","Lucky Ali Milegi Milegi Sunoh official","0.9999999999999999","2025-09-02 22:09:59"
"Abhijeet Bhattacharya","Chaand Taare","Yes Boss","Film","1997","Hindi","https://www.youtube.com/watch?v=rcXl8Ta7QMQ","Abhijeet Bhattacharya Chaand Taare Yes Boss official","0.9999999999999999","2025-09-02 22:09:59"
"Sonu Nigam","Sun Zara","Lucky: No Time for Love","Film","2005","Hindi","https://www.youtube.com/watch?v=FUHB9uO6mgs","Sonu Nigam Sun Zara Lucky: No Time for Love official","0.8999999999999999","2025-09-02 22:09:59"
"Asha Bhosle","Raat Ke Humsafar","An Evening In Paris","Film","1967","Hindi","https://www.youtube.com/watch?v=YAh1sXAOals","Asha Bhosle Raat Ke Humsafar An Evening In Paris official","0.9","2025-09-02 22:10:00"
"Rupankar Bagchi","O Mon","Haami","Film","2018","Bengali","https://www.youtube.com/watch?v=PeQZNLMN9j8","Rupankar Bagchi O Mon Haami official","0.75","2025-09-02 22:10:01"
"Babul Supriyo","Ae Mere Humsafar (Solo Version)","Baazigar","Film","1993","Hindi","https://www.youtube.com/watch?v=gO5qK51y2Hw","Babul Supriyo Ae Mere Humsafar (Solo Version) song","0.76","2025-09-02 22:10:01"
"Kailash Kher","Chaandan Mein","Chaandan Mein","Non-film","2009","Hindi","https://www.youtube.com/watch?v=3281U9o9J3g","Kailash Kher Chaandan Mein Chaandan Mein official","0.9999999999999999","2025-09-02 22:10:01"
"Shankar Mahadevan","Jaago","Rock On 2","Film","2016","Hindi","https://www.youtube.com/watch?v=kOej7P3mDSA","Shankar Mahadevan Jaago Rock On 2 official","0.6","2025-09-02 22:10:01"
"Lucky Ali","Teri Yaadein","Sifar","Non-film","1998","Hindi","https://www.youtube.com/watch?v=fcz1MGfG1Mw","Lucky Ali Teri Yaadein Sifar official","0.9999999999999999","2025-09-02 22:10:01"
"Sunidhi Chauhan","Mahiya","nan","Non-film","2001","Hindi","https://www.youtube.com/watch?v=-1gQsWvwaM0","Sunidhi Chauhan Mahiya official 2001","0.9999999999999999","2025-09-02 22:10:01"
"Richa Sharma","Bole Bole Atariya Pe Kaga","nan","Non-film","1999","Hindi","https://www.youtube.com/watch?v=Avuf4FM8CQI","Richa Sharma Bole Bole Atariya Pe Kaga official 1999","0.54","2025-09-02 22:10:01"
"Abhijeet Bhattacharya","Suniye To","Yes Boss","Film","1997","Hindi","https://www.youtube.com/watch?v=vGP0-qqQ8Ks","Abhijeet Bhattacharya Suniye To Yes Boss official","0.85","2025-09-02 22:10:01"
"Sonu Nigam","Oh Mama Mama","Rehnaa Hai Terre Dil Mein","Film","2001","Hindi","https://www.youtube.com/watch?v=JU87wabqUKk","Sonu Nigam Oh Mama Mama Rehnaa Hai Terre Dil Mein official","0.9","2025-09-02 22:10:01"
"Asha Bhosle","Aao Huzoor Tumko","Kismet","Film","1968","Hindi","https://www.youtube.com/watch?v=1thHKvD1U-M","Asha Bhosle Aao Huzoor Tumko Kismet official","0.9999999999999999","2025-09-02 22:10:03"
"Kailash Kher","Arziyan","Delhi-6","Film","2009","Hindi","https://www.youtube.com/watch?v=PUirCRLMEcA","Kailash Kher Arziyan Delhi-6 official","0.9999999999999999","2025-09-02 22:10:03"
"Lucky Ali","Nahin Rakhta Dil Mein Kuch","Sifar","Non-film","1998","Hindi","https://www.youtube.com/watch?v=5d8VScMP-sM","Lucky Ali Nahin Rakhta Dil Mein Kuch Sifar official","0.9400000000000001","2025-09-02 22:10:03"
"Babul Supriyo","Aaye Hum Barati","Jigar","Film","1992","Hindi","https://www.youtube.com/watch?v=-gG2sFnmers","Babul Supriyo Aaye Hum Barati Jigar official","0.6","2025-09-02 22:10:03"
"Sunidhi Chauhan","Dil Tu Hai Rangeela","nan","Non-film","2001","Hindi","https://www.youtube.com/watch?v=aM0-71Wk60w","Sunidhi Chauhan Dil Tu Hai Rangeela nan official","0.6000000000000001","2025-09-02 22:10:03"
"Richa Sharma","Jawani Se Main Tang Aa Gayee","nan","Non-film","1999","Hindi","https://www.youtube.com/watch?v=kUUv9W96dso","Richa Sharma Jawani Se Main Tang Aa Gayee nan official","0.5","2025-09-02 22:10:04"
"Sonu Nigam","Kaise Main Kahoon Tujhse","Rehnaa Hai Terre Dil Mein","Film","2001","Hindi","https://www.youtube.com/watch?v=VqN8AEvG6MY","Sonu Nigam Kaise Main Kahoon Tujhse Rehnaa Hai Terre Dil Mein official","0.9249999999999999","2025-09-02 22:10:04"
"Asees Kaur","Bol Na","Kapoor & Sons","Film","2016","Hindi","https://www.youtube.com/watch?v=VJ3EqOZagnY","Asees Kaur Bol Na Kapoor & Sons official","0.85","2025-09-02 22:10:04"
"Abhijeet Bhattacharya","Bahut Khoobsurat Ho","Khoobsurat","Film","1999","Hindi","https://www.youtube.com/watch?v=ePc_Ngvk6BY","Abhijeet Bhattacharya Bahut Khoobsurat Ho Khoobsurat official","0.9","2025-09-02 22:10:04"
"Javed Ali","Phir Mohabbat (Unplugged Solo)","Murder 2","Film","2011","Hindi","https://www.youtube.com/watch?v=Nn8NUCTbzD4","Javed Ali Phir Mohabbat (Unplugged Solo)","0.6000000000000001","2025-09-02 22:10:05"
"Rupankar Bagchi","Aha Ki Chokher Bhasha","Ballabhpurer Roopkotha","Film","2022","Bengali","https://www.youtube.com/watch?v=QNAePS45ed4","Rupankar Bagchi Aha Ki Chokher Bhasha official 2022","0.7000000000000001","2025-09-02 22:10:05"
"Asha Bhosle","Parde Mein Rahne Do","Shikar","Film","1968","Hindi","https://www.youtube.com/watch?v=-PMyhpzlsS0","Asha Bhosle Parde Mein Rahne Do Shikar official","0.85","2025-09-02 22:10:06"
"Sunidhi Chauhan","Main Sawali Saloni","nan","Non-film","2001","Hindi","https://www.youtube.com/watch?v=zCFc4s4waL4","Sunidhi Chauhan Main Sawali Saloni nan official","0.9","2025-09-02 22:10:06"
"Lucky Ali","Jheel Pe Jaise","Sifar","Non-film","1998","Hindi","https://www.youtube.com/watch?v=sFmu_yJk12s","Lucky Ali Jheel Pe Jaise Sifar official","0.9","2025-09-02 22:10:06"
"Kailash Kher","Tujhe Main Pyar Karu","1920","Film","2008","Hindi","https://www.youtube.com/watch?v=2bqm8IrdTFA","Kailash Kher Tujhe Main Pyar Karu 1920 official","0.9999999999999999","2025-09-02 22:10:06"
"Abhijeet Bhattacharya","Woh Ladki Jo","Baadshah","Film","1999","Hindi","https://www.youtube.com/watch?v=ZvNDIfkFFJs","Abhijeet Bhattacharya Woh Ladki Jo Baadshah official","0.9","2025-09-02 22:10:07"
"Sonu Nigam","Bhagwan Hai Kahan Re Tu","PK","Film","2014","Hindi","https://www.youtube.com/watch?v=mtzdNZ-0H3w","Sonu Nigam Bhagwan Hai Kahan Re Tu PK official","0.88","2025-09-02 22:10:07"
"Asees Kaur","Tujhe Chaahta Hoon Kyun","nan","Non-film","2017","Hindi","https://www.youtube.com/watch?v=1bE9nuEvisw","Asees Kaur Tujhe Chaahta Hoon Kyun nan official","0.6","2025-09-02 22:10:07"
"Rupankar Bagchi","Notun Kore","nan","Non-film","2024","Bengali","https://www.youtube.com/watch?v=JdW2VsZj1lo","Rupankar Bagchi Notun Kore nan official","0.85","2025-09-02 22:10:08"
"Richa Sharma","Hichuck Hichuck Bole","nan","Non-film","1999","Hindi","https://www.youtube.com/watch?v=8a3ba9lYpyw","Richa Sharma Hichuck Hichuck Bole official 1999","0.6","2025-09-02 22:10:08"
"Babul Supriyo","Jo Haal Dil Ka","Sarfarosh","Film","1999","Hindi","https://www.youtube.com/watch?v=r4QnmrtiDGI","Babul Supriyo Jo Haal Dil Ka official 1999","0.675","2025-09-02 22:10:08"
"Asif Akbar","Pashani","nan","Non-film","2021","Bengali","https://www.youtube.com/watch?v=E8cna-suwII","Asif Akbar Pashani nan official","0.7000000000000001","2025-09-02 22:10:09"
"Sunidhi Chauhan","Pehla Nasha Hai","nan","Non-film","2001","Hindi","https://www.youtube.com/watch?v=YEm-_qX6vog","Sunidhi Chauhan Pehla Nasha Hai nan official","0.9","2025-09-02 22:10:09"
"Kailash Kher","Mere Nishaan","OMG – Oh My God!","Film","2012","Hindi","https://www.youtube.com/watch?v=O92GIRke-s8","Kailash Kher Mere Nishaan OMG – Oh My God! official","0.6","2025-09-02 22:10:09"
"Asha Bhosle","Dum Maro Dum Mit Jaye Gham","Hare Rama Hare Krishna","Film","1971","Hindi","https://www.youtube.com/watch?v=UxEc29b0V_I","Asha Bhosle Dum Maro Dum Mit Jaye Gham Hare Rama Hare Krishna official","0.9999999999999999","2025-09-02 22:10:09"
"Lucky Ali","Tu Kaun Hai","Bhopal Express","Film","1999","Hindi","https://www.youtube.com/watch?v=mmUw8lPFRbQ","Lucky Ali Tu Kaun Hai Bhopal Express official","0.9","2025-09-02 22:10:09"
"Sonu Nigam","Phir Milenge Chalte Chalte","Rab Ne Bana Di Jodi","Film","2008","Hindi","https://www.youtube.com/watch?v=NYWMHkVvI8s","Sonu Nigam Phir Milenge Chalte Chalte Rab Ne Bana Di Jodi official","0.9999999999999999","2025-09-02 22:10:09"
"Asees Kaur","Chogada (Unplugged)","Loveyatri","Film","2018","Hindi","https://www.youtube.com/watch?v=YTAD_TPMrfY","Asees Kaur Chogada (Unplugged) Loveyatri official","0.85","2025-09-02 22:10:09"
"Abhijeet Bhattacharya","Kabhi Yaadon Mein Aaun","nan","Non-film","2003","Hindi","https://www.youtube.com/watch?v=0AHUJmEsm50","Abhijeet Bhattacharya Kabhi Yaadon Mein Aaun nan official","0.6000000000000001","2025-09-02 22:10:09"
"Richa Sharma","Karke Shringaar Piya Ko Manaungi","nan","Non-film","1999","Hindi","https://www.youtube.com/watch?v=lOqbWAyKJwc","Richa Sharma Karke Shringaar Piya Ko Manaungi nan official","0.54","2025-09-02 22:10:11"
"Asif Akbar","Hridoy Jure","nan","Non-film","2022","Bengali","https://www.youtube.com/watch?v=chhbsClqNiw","Asif Akbar Hridoy Jure nan official","0.9999999999999999","2025-09-02 22:10:11"
"Babul Supriyo","Dil Tera Deewana","Raghuveer","Film","1995","Hindi","https://www.youtube.com/watch?v=z83IoNUloKk","Babul Supriyo Dil Tera Deewana Raghuveer official","0.9999999999999999","2025-09-02 22:10:11"
"Kailash Kher","Rangeele","Rangeele","Non-film","2012","Hindi","https://www.youtube.com/watch?v=P7EWYo4exDs","Kailash Kher Rangeele Rangeele official","0.9999999999999999","2025-09-02 22:10:11"
"Sonu Nigam","Ab Mujhe Raat Din","Deewana","Non-film","1999","Hindi","https://www.youtube.com/watch?v=VT0jI54KbiA","Sonu Nigam Ab Mujhe Raat Din Deewana official","0.9249999999999999","2025-09-02 22:10:12"
"Asha Bhosle","Piya Tu Ab To Aaja","Caravan","Film","1971","Hindi","https://www.youtube.com/watch?v=46GGxF_Bwhg","Asha Bhosle Piya Tu Ab To Aaja Caravan official","0.72","2025-09-02 22:10:12"
"Lucky Ali","Ek Pal Ka Jeena","Kaho Naa... Pyaar Hai","Film","2000","Hindi","https://www.youtube.com/watch?v=eXr7Vr4mLO4","Lucky Ali Ek Pal Ka Jeena Kaho Naa... Pyaar Hai official","0.85","2025-09-02 22:10:12"
"Sunidhi Chauhan","Bhaage Re Mann","Chameli","Film","2004","Hindi","https://www.youtube.com/watch?v=dcf1M6gg3YE","Sunidhi Chauhan Bhaage Re Mann Chameli official","0.7999999999999999","2025-09-02 22:10:12"
"Asees Kaur","Nai Jaana","nan","Non-film","2019","Hindi","https://www.youtube.com/watch?v=cjOCKHYNddU","Asees Kaur Nai Jaana nan official","0.9999999999999999","2025-09-02 22:10:12"
"Javed Ali","Sun Le Dua Yeh Meri","nan","Non-film","2017","Hindi","https://www.youtube.com/watch?v=Od5X_7UWkiU","Javed Ali Sun Le Dua Yeh Meri nan 2017","0.7000000000000001","2025-09-02 22:10:12"
"Abhijeet Bhattacharya","Suno Na Suno Na","Chalte Chalte","Film","2003","Hindi","https://www.youtube.com/watch?v=e2ge5CIVY8U","Abhijeet Bhattacharya Suno Na Suno Na Chalte Chalte official","0.85","2025-09-02 22:10:12"
"Asif Akbar","Tomake Chere Ami","nan","Non-film","2023","Bengali","https://www.youtube.com/watch?v=7HfAfD2Ncz4","Asif Akbar Tomake Chere Ami nan official","0.7999999999999999","2025-09-02 22:10:14"
"Habib Wahid","Krishno (Solo Version)","nan","Non-film","2005","Bengali","https://www.youtube.com/watch?v=Sfy9dEEvlC0","Habib Wahid Krishno (Solo Version) official 2005","0.6","2025-09-02 22:10:14"
"Babul Supriyo","Tumhare Siva (Solo)","Tum Bin","Film","2001","Hindi","https://www.youtube.com/watch?v=VsrrchMcxgI","Babul Supriyo Tumhare Siva (Solo) Tum Bin official","0.5","2025-09-02 22:10:14"
"Lucky Ali","Tere Mere Saath","Aks","Non-film","2001","Hindi","https://www.youtube.com/watch?v=WdyQk3nF0nY","Lucky Ali Tere Mere Saath Aks official","0.9999999999999999","2025-09-02 22:10:14"
"Kailash Kher","Daulat Shohrat","nan","Non-film","2013","Hindi","https://www.youtube.com/watch?v=RSCEQjOt2B8","Kailash Kher Daulat Shohrat nan official","0.9999999999999999","2025-09-02 22:10:14"
"Javed Ali","Mere Maula","nan","Non-film","2016","Hindi","https://www.youtube.com/watch?v=xsWs0qWQlzE","Javed Ali Mere Maula nan official","0.6000000000000001","2025-09-02 22:10:14"
"Sonu Nigam","Deewana Tera","Deewana","Non-film","1999","Hindi","https://www.youtube.com/watch?v=I9Z6dHT250o","Sonu Nigam Deewana Tera Deewana official","0.9999999999999999","2025-09-02 22:10:14"
"Asha Bhosle","Zindagi Ek Safar Hai Suhana","Andaz","Film","1971","Hindi","https://www.youtube.com/watch?v=ndrl0CS3lrg","Asha Bhosle Zindagi Ek Safar Hai Suhana Andaz official","0.9400000000000001","2025-09-02 22:10:14"
"Abhijeet Bhattacharya","Chalte Chalte","Chalte Chalte","Film","2003","Hindi","https://www.youtube.com/watch?v=rkOakcMqJ-8","Abhijeet Bhattacharya Chalte Chalte Chalte Chalte official","0.5","2025-09-02 22:10:15"
"Asees Kaur","Ve Maahi (Asees Kaur Version)","Kesari","Film","2019","Hindi","https://www.youtube.com/watch?v=OEiqoB-uyus","Asees Kaur Ve Maahi (Asees Kaur Version) Kesari official","0.82","2025-09-02 22:10:15"
"Sunidhi Chauhan","Aisa Jadoo","Khakee","Film","2004","Hindi","https://www.youtube.com/watch?v=-RisdbpjGSY","Sunidhi Chauhan Aisa Jadoo Khakee official","0.6","2025-09-02 22:10:15"
"Richa Sharma","Pardesi Ban Preet Bhulayee","nan","Non-film","1999","Hindi","https://www.youtube.com/watch?v=CEtlVIaaCEM","Richa Sharma Pardesi Ban Preet Bhulayee official 1999","0.6","2025-09-02 22:10:15"
"Habib Wahid","Din Gelo","nan","Non-film","2006","Bengali","https://www.youtube.com/watch?v=nKPZ6Mae87k","Habib Wahid Din Gelo nan official","0.8999999999999999","2025-09-02 22:10:16"
"Asif Akbar","Jani Na Fire Asbe Ki Na","nan","Non-film","2024","Bengali","https://www.youtube.com/watch?v=TYQ1hbQtwTw","Asif Akbar Jani Na Fire Asbe Ki Na nan official","0.6000000000000001","2025-09-02 22:10:16"
"Kavita Seth","Mujhe Mat Roko","Gangster","Film","2006","Hindi","https://www.youtube.com/watch?v=4NCR2mDyzFw","Kavita Seth Mujhe Mat Roko Gangster official","0.6","2025-09-02 22:10:16"
"Lucky Ali","Kitni Haseen Zindagi","Aks","Non-film","2001","Hindi","https://www.youtube.com/watch?v=oeg2UDKGTxA","Lucky Ali Kitni Haseen Zindagi Aks official","0.9999999999999999","2025-09-02 22:10:16"
"Sonu Nigam","Kaun Hai Woh Ladki","Deewana","Non-film","1999","Hindi","https://www.youtube.com/watch?v=iiYCcH5soxw","Sonu Nigam Kaun Hai Woh Ladki Deewana official","0.9999999999999999","2025-09-02 22:10:16"
"Kailash Kher","Kaun Hain Voh","Baahubali: The Beginning","Film","2015","Hindi","https://www.youtube.com/watch?v=fSrIvi7X_L4","Kailash Kher Kaun Hain Voh Baahubali: The Beginning official","0.9999999999999999","2025-09-02 22:10:17"
"Javed Ali","Tumse Mila Doon","Double XL","Film","2022","Hindi","https://www.youtube.com/watch?v=etf9x6mSE3o","Javed Ali Tumse Mila Doon Double XL official","0.9999999999999999","2025-09-02 22:10:17"
"Asees Kaur","Pachtaoge (Female Version)","nan","Non-film","2019","Hindi","https://www.youtube.com/watch?v=2Gmd0a_caZY","Asees Kaur Pachtaoge (Female Version) nan official","0.8999999999999999","2025-09-02 22:10:17"
"Abhijeet Bhattacharya","Lamha Lamha","nan","Non-film","2005","Hindi","https://www.youtube.com/watch?v=1_7sJKyfoTM","Abhijeet Bhattacharya Lamha Lamha nan official","0.9999999999999999","2025-09-02 22:10:17"
"Asha Bhosle","Jaaneman Jaaneman Tere Do Nain","Chhoti Si Baat","Film","1976","Hindi","https://www.youtube.com/watch?v=ks58iZ8sQPw","Asha Bhosle Jaaneman Jaaneman Tere Do Nain Chhoti Si Baat official","0.88","2025-09-02 22:10:18"
"Sunidhi Chauhan","Dhoom Machale","Dhoom","Film","2004","Hindi","https://www.youtube.com/watch?v=_rVuD_McA8I","Sunidhi Chauhan Dhoom Machale Dhoom official","0.9999999999999999","2025-09-02 22:10:18"
"Richa Sharma","More Raja Ki Unchi Atariya","nan","Non-film","1999","Hindi","https://www.youtube.com/watch?v=-yyOc53zFmk","Richa Sharma More Raja Ki Unchi Atariya nan official","0.54","2025-09-02 22:10:18"
"Habib Wahid","Ek Jibone","Priyotomeshu","Film","2009","Bengali","https://www.youtube.com/watch?v=lwQALOMBwac","Habib Wahid Ek Jibone Priyotomeshu official","0.7000000000000001","2025-09-02 22:10:18"
"Sonu Nigam","Is Kadar Pyar Hai Tumse","Deewana","Non-film","1999","Hindi","https://www.youtube.com/watch?v=grSKWxBezEk","Sonu Nigam Is Kadar Pyar Hai Tumse Deewana official","0.88","2025-09-02 22:10:19"
"Asif Akbar","Keno Tumi Amake","Raja No. 1","Film","2004","Bengali","https://www.youtube.com/watch?v=ZidB1uHJ3U4","Asif Akbar Keno Tumi Amake Raja No. 1 official","0.7000000000000001","2025-09-02 22:10:19"
"Lucky Ali","Behti Nadi","Aks","Non-film","2001","Hindi","https://www.youtube.com/watch?v=_a0UzNHed5M","Lucky Ali Behti Nadi Aks official","0.9999999999999999","2025-09-02 22:10:19"
"Kavita Seth","Sufiana","nan","Non-film","2008","Hindi","https://www.youtube.com/watch?v=TCMhnWdp-4w","Kavita Seth Sufiana nan official","0.7000000000000001","2025-09-02 22:10:19"
"Javed Ali","O Re Piya (Hindi Single)","nan","Non-film","2020","Hindi","https://www.youtube.com/watch?v=AGsn2ycFRqI","Javed Ali O Re Piya (Hindi Single) nan official","0.6000000000000001","2025-09-02 22:10:19"
"Asees Kaur","Hui Malang","Malang","Film","2020","Hindi","https://www.youtube.com/watch?v=9AxRsCw4FpE","Asees Kaur Hui Malang Malang official","0.9999999999999999","2025-09-02 22:10:19"
"Kailash Kher","Ishq Anokha","Ishq Anokha","Non-film","2016","Hindi","https://www.youtube.com/watch?v=2PKJ45jjkV8","Kailash Kher Ishq Anokha Ishq Anokha official","0.9999999999999999","2025-09-02 22:10:19"
"Richa Sharma","Ud Gayee Ud Gayee Hai Lal Chunri","nan","Non-film","1999","Hindi","https://www.youtube.com/watch?v=pX5T8fk5TBM","Richa Sharma Ud Gayee Ud Gayee Hai Lal Chunri nan official","0.5142857142857142","2025-09-02 22:10:19"
"Sunidhi Chauhan","Ishq Kabhi Kariyo Na","Musafir","Film","2004","Hindi","https://www.youtube.com/watch?v=Hx-Fl3FNAzk","Sunidhi Chauhan Ishq Kabhi Kariyo Na Musafir official","0.9249999999999999","2025-09-02 22:10:20"
"Abhijeet Bhattacharya","Main Deewana Hoon","nan","Non-film","2006","Hindi","https://www.youtube.com/watch?v=1CJVWL8ZPDE","Abhijeet Bhattacharya Main Deewana Hoon nan official","0.5","2025-09-02 22:10:20"
"Asha Bhosle","Yeh Mera Dil Yaar Ka Deewana","Don","Film","1978","Hindi","https://www.youtube.com/watch?v=hJI_fXPjfSE","Asha Bhosle Yeh Mera Dil Yaar Ka Deewana Don official","0.85","2025-09-02 22:10:21"
"Asif Akbar","Bhalobasha Mane","Moner Sathe Juddho","Film","2003","Bengali","https://www.youtube.com/watch?v=_TV2pGI_iyU","Asif Akbar Bhalobasha Mane Moner Sathe Juddho official","0.7000000000000001","2025-09-02 22:10:21"
"Habib Wahid","Bhalobashbo Re","nan","Non-film","2011","Bengali","https://www.youtube.com/watch?v=mGN0V70bV9g","Habib Wahid Bhalobashbo Re nan official","0.75","2025-09-02 22:10:21"
"Sonu Nigam","Jaane Kyon Main Tujhko","Jaan","Non-film","2000","Hindi","https://www.youtube.com/watch?v=pb1pYDzpvpQ","Sonu Nigam Jaane Kyon Main Tujhko Jaan official","0.9999999999999999","2025-09-02 22:10:21"
"Javed Ali","Ghazalon Ki Tarah","Banaras","Film","2022","Hindi","https://www.youtube.com/watch?v=bkIHjgM_Xco","Javed Ali Ghazalon Ki Tarah Banaras official","0.9","2025-09-02 22:10:22"
"Kavita Seth","Goonja Sa Hai (Iktara - Female Version)","Wake Up Sid","Film","2009","Hindi","https://www.youtube.com/watch?v=ZlOZktsODpA","Kavita Seth Goonja Sa Hai (Iktara - Female Version) Wake Up Sid official","0.6000000000000001","2025-09-02 22:10:22"
"Asees Kaur","Galat","nan","Non-film","2021","Hindi","https://www.youtube.com/watch?v=53U_T3UPdwA","Asees Kaur Galat nan official","0.9999999999999999","2025-09-02 22:10:22"
"Lucky Ali","Maut","Kaante","Film","2002","Hindi","https://www.youtube.com/watch?v=1mGF5eOaAYg","Lucky Ali Maut Kaante official","0.9999999999999999","2025-09-02 22:10:22"
"Kailash Kher","Adiyogi","nan","Non-film","2017","Hindi","https://www.youtube.com/watch?v=z1znyK5bR_o","Kailash Kher Adiyogi nan official","0.8999999999999999","2025-09-02 22:10:22"
"Sunidhi Chauhan","Kaisi Paheli Zindagani","Parineeta","Film","2005","Hindi","https://www.youtube.com/watch?v=kBhYUDPxPC4","Sunidhi Chauhan Kaisi Paheli Zindagani Parineeta official","0.9999999999999999","2025-09-02 22:10:23"
"Asha Bhosle","Dil Cheez Kya Hai","Umrao Jaan","Film","1981","Hindi","https://www.youtube.com/watch?v=PnBtSKLuGbw","Asha Bhosle Dil Cheez Kya Hai Umrao Jaan official","0.9999999999999999","2025-09-02 22:10:23"
"Abhijeet Bhattacharya","Dilbara","Dhoom","Film","2004","Hindi","https://www.youtube.com/watch?v=GoTlaLbYh78","Abhijeet Bhattacharya Dilbara Dhoom official","0.6","2025-09-02 22:10:23"
"Sonu Nigam","Kya Baat Hai O Jaane Jaan","Jaan","Non-film","2000","Hindi","https://www.youtube.com/watch?v=xSkGxvIjTbg","Sonu Nigam Kya Baat Hai O Jaane Jaan Jaan official","0.55","2025-09-02 22:10:24"
"Habib Wahid","Bhalobashi Tomay","Ei To Prem","Film","2011","Bengali","https://www.youtube.com/watch?v=ANrzjJrOdBo","Habib Wahid Bhalobashi Tomay Ei To Prem official","0.7000000000000001","2025-09-02 22:10:24"
"Asif Akbar","Ei Buke Jontrona","Hridoyer Aachor","Film","2006","Bengali","https://www.youtube.com/watch?v=foyZRI2G1Wo","Asif Akbar Ei Buke Jontrona Hridoyer Aachor official","0.7000000000000001","2025-09-02 22:10:24"
